record_id,airline_code,airline_name,flight_number,origin_airport,destination_airport,departure_datetime,arrival_datetime,duration_min,status,delay_min,aircraft_type,cabin_class,seat,passenger_id,passenger_gender,passenger_age,passenger_nationality,booking_datetime,sales_channel,payment_method,ticket_price,currency,ticket_price_usd_est,bags_total,bags_checked
6444,DL,Delta,DL3419,HAV,MEX,2024-06-13 14:49:00,2024-06-13 16:47:00,116.0,ON_TIME,0.0,B757,BUSINESS,6B,3c33b446-25b7-4ebb-b464-53d0db2ab401,F,38.0,HN,2024-03-20 11:10:00,CALL_CENTER,EFECTIVO,179.92,GTQ,23.03,2,1
6445,AV,Avianca,AV4164,SAP,HAV,2024-08-31 02:40:00,2024-08-31 08:08:00,318.0,ON_TIME,0.0,B737,ECONOMY,44E,b608d2d8-50b1-49d7-b102-9a43334a8ad5,F,35.0,PA,2024-06-17 14:01:00,AGENCIA,PAYPAL,65.13,USD,65.13,2,1
6446,B6,Jetblue,B61539,MEX,BCN,2025-12-05 15:23:00,2025-12-05 20:37:00,123.0,DELAYED,178.0,E190,ECONOMY,35B,7d07b8eb-17bd-48fd-81c6-df0b8a8d8aff,F,46.0,CU,2025-04-10 06:14:00,WEB,PAYPAL,70.05,USD,70.05,1,0
6447,WN,Southwest,WN0658,CUN,GUA,2024-04-16 08:50:00,2024-04-16 15:27:00,377.0,ON_TIME,0.0,CRJ9,ECONOMY,37A,211aa213-103a-4357-a9c4-569fc553182f,M,16.0,PE,2024-04-02 05:53:00,CALL_CENTER,TRANSFERENCIA,62.19,USD,62.19,1,0
6448,AA,American Airlines,AA3003,MAD,LAX,2025-10-22 04:52:00,,,CANCELLED,,E190,ECONOMY,,e67b2dea-65dd-4902-96ad-05207fb85082,M,29.0,CR,2025-10-17 03:34:00,APP,TARJETA,115.34,USD,115.34,1,0
6449,AA,American Airlines,AA1423,SAP,GUA,2024-11-30 02:11:00,2024-11-30 04:22:00,108.0,ON_TIME,0.0,B757,ECONOMY,39D,0f07767f-59ad-4d38-a537-0c84e173363d,M,33.0,CU,2024-11-09 14:43:00,AGENCIA,TARJETA,76.31,USD,76.31,0,0
6450,FR,Ryanair,FR0053,SJO,LAX,2024-07-01 00:41:00,2024-07-01 08:08:00,335.0,DELAYED,97.0,A320,BUSINESS,10F,d5a39064-e25c-478f-af53-a6e1928a9f01,M,17.0,CU,2024-05-17 05:44:00,WEB,PUNTOS,235.88,USD,235.88,2,1
6451,AA,American Airlines,AA3944,JFK,MEX,2025-06-12 21:11:00,2025-06-13 02:22:00,320.0,ON_TIME,0.0,B739,ECONOMY,45B,31450fe7-c7f0-4948-9ed7-fd17b2ae42c9,M,25.0,GT,2025-04-06 01:20:00,CALL_CENTER,PUNTOS,78.65,USD,78.65,0,0
6452,UA,United,UA8970,LIM,MAD,2025-03-07 23:49:00,2025-07-04 03:40:00,235.0,ON_TIME,0.0,B787,ECONOMY,43D,35576654-5334-45b2-a8cd-a4ab36d1804a,M,53.0,GT,2025-03-11 04:29:00,AGENCIA,PUNTOS,97.33,GTQ,12.46,1,0
6453,DL,Delta,DL8678,GUA,SAP,2025-09-15 22:28:00,,,CANCELLED,,A321,ECONOMY,,70dbc5cf-120f-4811-bc8e-28fff4ff9ede,X,12.0,UNKNOWN,2025-08-19 22:13:00,APP,PUNTOS,43.85,USD,43.85,1,0
6454,FR,Ryanair,FR0624,JFK,CUN,2024-02-09 11:00:00,2024-02-09 13:21:00,132.0,ON_TIME,0.0,B767,ECONOMY,37E,6962854f-9622-4e1e-8876-3aeb12be1343,F,33.0,GT,2023-12-07 08:28:00,AGENCIA,TARJETA,53.28,USD,53.28,1,0
6455,B6,Jetblue,B66064,GUA,LIM,2024-09-11 03:27:00,2024-11-09 07:28:00,63.0,DELAYED,154.0,CRJ9,ECONOMY,16E,a7982d6c-ff9b-466a-8f43-78432081453e,M,42.0,PE,2024-08-25 06:05:00,APP,PUNTOS,82.66,GTQ,10.58,2,1
6456,CM,Copa Airlines,CM5236,GUA,CUN,2025-10-13 04:57:00,2025-10-13 08:23:00,193.0,ON_TIME,0.0,B777,PREMIUM_ECONOMY,15D,d2f54d9f-874d-4f0b-9a40-c7901ca58636,M,36.0,GT,2025-06-23 22:59:00,APP,EFECTIVO,85.86,USD,85.86,1,0
6457,WN,Southwest,WN5224,LAX,MEX,2024-02-29 15:06:00,2024-02-29 21:33:00,350.0,DELAYED,45.0,A320,PREMIUM_ECONOMY,15E,e6212717-a7f4-4d02-aa96-0fb242fe4354,F,56.0,PE,2024-02-14 04:17:00,CALL_CENTER,EFECTIVO,297.38,USD,297.38,1,0
6458,BA,British Airways,BA4989,SAP,CUN,2024-10-08 05:12:00,2024-10-08 06:48:00,74.0,ON_TIME,0.0,B787,ECONOMY,42A,15cddf18-1679-4dde-a0fa-32d19bd0b9e3,F,30.0,US,2024-04-09 11:42:00,WEB,EFECTIVO,92.16,USD,92.16,0,0
6459,BA,British Airways,BA6186,MEX,SAL,2025-02-04 04:23:00,2025-04-02 08:43:00,243.0,ON_TIME,0.0,B738,ECONOMY,26B,c39a5be7-bb12-440f-9998-ea30229b71a5,X,35.0,US,2024-11-20 23:31:00,AEROPUERTO,TRANSFERENCIA,74.37,USD,74.37,3,2
6460,IB,Iberia,IB9323,BOG,CUN,2024-09-22 14:40:00,2024-09-22 19:44:00,290.0,ON_TIME,0.0,B767,ECONOMY,40D,43c25c47-8fe1-462f-843b-4f3876d594a2,F,23.0,PA,2024-08-19 12:16:00,AEROPUERTO,TARJETA,55.72,GTQ,7.13,1,0
6461,UA,United,UA0653,BCN,SJO,2024-09-19 12:46:00,2024-09-19 16:50:00,222.0,ON_TIME,0.0,B738,BUSINESS,4E,e15dad0e-7d12-48bc-93aa-b54b283610e8,X,19.0,CO,2024-06-22 15:26:00,AEROPUERTO,EFECTIVO,206.49,USD,206.49,1,0
6462,B6,Jetblue,B65841,LIM,MAD,2024-12-23 21:58:00,2024-12-24 03:39:00,325.0,ON_TIME,0.0,B777,BUSINESS,4B,fb915f0d-c4f5-49ce-aeb9-f31a7c38f29f,F,27.0,SV,2024-11-09 21:05:00,WEB,TRANSFERENCIA,72.69,USD,72.69,1,0
6463,FR,Ryanair,FR6726,HAV,SAP,2024-12-06 21:30:00,2024-12-07 04:24:00,420.0,ON_TIME,0.0,A321,PREMIUM_ECONOMY,11E,e8ca4d2b-04ea-4c3b-bfe7-607b085d6ff6,F,39.0,MX,2024-08-18 11:37:00,AEROPUERTO,PAYPAL,108.5,GTQ,13.89,1,0
6464,B6,Jetblue,B64626,CUN,GUA,2024-01-28 02:55:00,2024-01-28 09:48:00,420.0,ON_TIME,0.0,A321,ECONOMY,23F,5e5e2271-85d8-4cfa-bada-0a3e4f6db41d,F,51.0,CO,2023-11-07 06:08:00,CALL_CENTER,TARJETA,92.81,GTQ,11.88,1,0
6465,FR,Ryanair,FR6968,BCN,SAP,2025-07-19 16:53:00,2025-07-19 23:23:00,374.0,ON_TIME,0.0,B777,BUSINESS,4D,7a4d4241-0e0f-4460-a9f9-404b046dc69e,M,14.0,ES,2025-04-14 04:09:00,CALL_CENTER,TARJETA,82.1,USD,82.1,1,0
6466,AM,Aeromexico,AM9328,LAX,MIA,2025-08-06 23:20:00,2025-08-07 02:46:00,197.0,ON_TIME,0.0,E190,ECONOMY,38A,4832d6de-0256-4241-a248-2e5cc9231c64,M,24.0,CU,2025-07-15 06:55:00,AEROPUERTO,TARJETA,65.45,USD,65.45,0,0
6467,AA,American Airlines,AA5941,CUN,SAL,2025-07-02 01:39:00,2025-02-07 06:10:00,242.0,DELAYED,37.0,A320,ECONOMY,41C,c32842d1-2c10-47bb-901f-f518c2304cc1,M,46.0,ES,2025-04-13 07:14:00,APP,EFECTIVO,81.2,GTQ,10.39,0,0
6468,IB,Iberia,IB1414,GUA,LAX,2025-01-26 00:33:00,2025-01-26 06:20:00,337.0,ON_TIME,0.0,B737,PREMIUM_ECONOMY,13D,64c08289-7ec5-42e9-bea1-77474723b6ad,F,48.0,CO,2024-12-20 21:59:00,AEROPUERTO,EFECTIVO,69.16,USD,69.16,1,0
6469,LA,Latam,LA2245,SJO,BCN,2024-12-07 14:08:00,2024-12-07 22:12:00,302.0,DELAYED,167.0,B739,ECONOMY,36D,68d7432e-bc66-45d9-81b6-78387ef4b18b,M,46.0,GT,2024-05-21 11:06:00,AEROPUERTO,PAYPAL,104.83,MXN,6.08,1,0
6470,UA,United,ua6905,LIM,SJO,2025-06-19 04:12:00,2025-06-19 09:41:00,305.0,ON_TIME,0.0,B767,ECONOMY,33B,39b34e08-04dd-44c5-b2a5-38a6a01b6008,F,7.0,PE,2025-06-05 08:24:00,AEROPUERTO,PUNTOS,129.4,USD,129.4,2,1
6471,WN,Southwest,WN2164,SJO,MIA,2024-10-17 18:58:00,2024-10-17 23:14:00,259.0,ON_TIME,0.0,B739,ECONOMY,21E,3a4ca619-dfec-4dc6-8ceb-a102ba05a7c2,M,35.0,CR,2024-07-17 20:38:00,AGENCIA,PUNTOS,93.43,USD,93.43,1,0
6472,CM,Copa Airlines,CM5973,SAP,LAX,2025-12-21 19:56:00,,,CANCELLED,,A321,ECONOMY,,aa3d08c5-96ed-46bf-b2ee-de194ac75899,F,22.0,ES,2025-11-27 23:39:00,CALL_CENTER,PUNTOS,127.27,USD,127.27,2,1
6473,UA,United,UA2598,BCN,JFK,2025-11-08 22:31:00,,,CANCELLED,,B737,ECONOMY,,ca96e2fe-8054-4779-8948-a8bd85e09c34,M,18.0,US,2025-08-05 01:35:00,WEB,TARJETA,108.99,USD,108.99,2,1
6474,DL,Delta,DL4217,JFK,SJO,2024-03-10 00:06:00,2024-03-10 01:33:00,73.0,ON_TIME,0.0,B739,ECONOMY,20F,690d9809-5aef-41be-9ab9-bfd4930d22d1,F,44.0,MX,2024-01-21 21:38:00,WEB,PUNTOS,57.92,USD,57.92,1,0
6475,WN,Southwest,WN2100,JFK,MEX,2024-12-28 22:37:00,2024-12-29 01:11:00,132.0,DIVERTED,0.0,E190,ECONOMY,17E,04e5ebe9-dc74-4c7f-b54d-c98dab75cc95,M,59.0,UNKNOWN,2024-11-08 15:51:00,CALL_CENTER,TRANSFERENCIA,88.33,MXN,5.12,0,0
6476,DL,Delta,DL0369,SAP,MEX,2024-03-30 12:50:00,2024-03-30 19:11:00,266.0,DELAYED,122.0,B737,FIRST,3C,72a57978-1c8e-4cef-b5a3-fea61176b89f,M,42.0,US,2024-01-26 04:45:00,APP,TRANSFERENCIA,181.37,USD,181.37,1,0
6477,IB,Iberia,IB9726,SJO,MIA,2025-12-18 00:02:00,2025-12-18 05:41:00,343.0,ON_TIME,0.0,E190,BUSINESS,4E,5e55bcb0-17dd-495a-b0f9-d78752ab5ff4,M,61.0,MX,2025-09-29 17:36:00,APP,TRANSFERENCIA,116.73,USD,116.73,1,0
6478,FR,Ryanair,FR4150,HAV,LAX,2025-01-30 23:28:00,2025-01-31 01:31:00,125.0,ON_TIME,0.0,E190,ECONOMY,21D,29a71c46-a47b-44f2-9797-6d4ce78bfb4c,M,47.0,US,2024-10-31 05:49:00,APP,EFECTIVO,57.5,GTQ,7.36,1,0
6479,B6,Jetblue,B68020,SAP,MAD,2025-09-30 19:49:00,2025-10-01 01:43:00,351.0,ON_TIME,0.0,E190,ECONOMY,36C,64ba964e-b4d2-436f-a2fc-d58947cbaa64,F,25.0,CU,2025-07-27 07:51:00,AGENCIA,TRANSFERENCIA,107.35,USD,107.35,1,0
6480,UA,United,UA5144,MEX,GUA,2024-08-14 23:07:00,,,CANCELLED,,B787,ECONOMY,,c3cb92c5-c67a-49a8-9d80-e114caa381e3,M,47.0,PA,2024-05-02 08:46:00,AGENCIA,TRANSFERENCIA,52.2,MXN,3.03,3,2
6481,B6,Jetblue,B62872,HAV,MAD,2025-03-22 19:55:00,,,CANCELLED,,B739,ECONOMY,,29538fd7-d4bb-4890-b074-b4419e0ef9a9,M,48.0,SV,2025-03-03 12:58:00,WEB,PAYPAL,117.42,GTQ,15.03,0,0
6482,WN,Southwest,WN8593,SJO,JFK,2024-08-24 04:03:00,2024-08-24 09:39:00,85.0,DELAYED,238.0,A321,ECONOMY,29C,5a18f3ea-7af9-4580-aba5-9ac2846bee76,F,21.0,CO,2024-06-08 13:30:00,AEROPUERTO,TARJETA,142.53,USD,142.53,3,2
6483,B6,Jetblue,B65931,MEX,GUA,2025-10-30 05:27:00,2025-10-30 10:07:00,259.0,ON_TIME,0.0,B737,ECONOMY,31B,d8b6685c-2d08-4abb-ad0d-1d1c4df94a49,M,15.0,MX,2025-09-17 06:07:00,WEB,PUNTOS,65.45,USD,65.45,1,0
6484,CM,Copa Airlines,CM0392,CUN,MAD,2024-06-18 18:29:00,2024-06-18 21:04:00,162.0,ON_TIME,0.0,A320,ECONOMY,33C,82469451-4074-4312-b569-e7766fa42f68,F,40.0,CO,2024-05-30 22:33:00,AEROPUERTO,EFECTIVO,60.42,USD,60.42,1,0
6485,BA,British Airways,BA1762,PTY,JFK,2024-07-08 17:27:00,2024-08-07 20:40:00,183.0,ON_TIME,0.0,B739,ECONOMY,44D,d910bdd9-b8ef-45ac-8869-f77a9d7f4d6a,F,37.0,SV,2024-06-29 16:38:00,AGENCIA,TRANSFERENCIA,88.62,GTQ,11.34,2,1
6486,AV,Avianca,AV9933,SAL,CUN,2025-09-28 15:54:00,2025-09-28 19:11:00,203.0,ON_TIME,0.0,B738,ECONOMY,19F,4620a1dd-7bea-48b5-9ef9-e24af9e4cfd1,F,31.0,GT,2025-09-18 22:14:00,AGENCIA,TRANSFERENCIA,109.0,EUR,118.81,1,0
6487,FR,Ryanair,FR5694,SAP,LAX,2024-10-05 20:30:00,,,CANCELLED,,B777,BUSINESS,,65985617-b62e-43d6-82df-a73ec8b0ada3,F,31.0,CO,2024-09-09 14:10:00,UNKNOWN,TARJETA,194.33,GTQ,24.87,1,0
6488,IB,Iberia,IB7779,MEX,BOG,2025-07-16 15:57:00,2025-07-16 18:53:00,157.0,ON_TIME,0.0,B777,ECONOMY,20A,c6e24551-ce89-46c6-8c39-c060fc0fe4bb,M,48.0,GT,2025-05-01 08:11:00,CALL_CENTER,TRANSFERENCIA,107.42,GTQ,13.75,2,1
6489,CM,Copa Airlines,CM9541,CUN,SAP,2025-03-03 01:40:00,2025-03-03 04:18:00,133.0,ON_TIME,0.0,CRJ9,ECONOMY,27D,ca9a0012-9584-4312-8269-fc1284ae33b0,M,44.0,CU,2024-11-22 12:46:00,CALL_CENTER,TARJETA,54.48,USD,54.48,0,0
6490,DL,Delta,DL3173,LIM,SJO,2025-05-24 21:22:00,2025-05-25 03:01:00,322.0,ON_TIME,0.0,A320,ECONOMY,16B,78c4fec9-74ed-4d19-863d-017b962a457c,M,40.0,US,2025-02-18 12:41:00,CALL_CENTER,EFECTIVO,59.89,USD,59.89,1,0
6491,BA,British Airways,BA1743,SAL,MAD,2024-05-05 01:45:00,2024-05-05 03:07:00,82.0,ON_TIME,0.0,CRJ9,ECONOMY,17E,bc3e73a8-e070-43be-8d19-dd7a2cfe9978,F,17.0,CU,2024-04-03 17:23:00,AGENCIA,TARJETA,79.43,USD,79.43,0,0
6492,CM,Copa Airlines,CM5814,PTY,SJO,2024-10-04 17:45:00,2024-04-10 23:24:00,182.0,DELAYED,135.0,B738,ECONOMY,25C,be397b7e-9699-4ccc-b90d-e2adfea44015,F,22.0,MX,2023-12-12 17:20:00,APP,PAYPAL,107.42,EUR,117.09,1,0
6493,AV,Avianca,AV7236,SJO,BOG,2025-09-16 23:01:00,2025-09-17 00:10:00,78.0,ON_TIME,0.0,A321,ECONOMY,45A,7dc32c8f-f784-4d7c-abdb-2f7f2e48dfd0,F,44.0,PA,2025-09-03 07:51:00,WEB,TRANSFERENCIA,41.85,GTQ,5.36,1,0
6494,UA,United,UA6627,MEX,JFK,2024-06-01 09:19:00,2024-01-06 11:56:00,156.0,ON_TIME,0.0,B757,ECONOMY,39C,ce0bcccf-b20e-4031-89f9-7800ec62edae,M,23.0,CO,2023-09-23 02:45:00,CALL_CENTER,TRANSFERENCIA,48.87,USD,48.87,1,0
6495,WN,Southwest,WN5981,MIA,SAP,2025-12-10 11:17:00,2025-10-12 12:26:00,79.0,ON_TIME,0.0,B777,BUSINESS,8E,d481b4ce-c37f-442d-8f54-3cf7ea69188b,X,27.0,US,2025-08-23 09:12:00,WEB,TRANSFERENCIA,210.14,MXN,12.19,1,0
6496,AV,Avianca,av2852,MEX,MIA,2024-05-24 18:47:00,,,CANCELLED,,B738,BUSINESS,,f205654b-653a-41e6-aa65-8ad950033056,M,30.0,PA,2024-04-22 13:11:00,APP,TARJETA,145.77,GTQ,18.66,1,0
6497,BA,British Airways,BA9707,SAP,MAD,2025-05-22 16:32:00,2025-05-23 01:16:00,269.0,DELAYED,237.0,B767,ECONOMY,33C,f167fc2f-ea50-4842-a121-340f3b24fe07,M,50.0,ES,2025-04-07 13:33:00,AEROPUERTO,TRANSFERENCIA,36.35,USD,36.35,1,0
6498,UA,United,UA8708,JFK,LAX,2025-01-29 16:38:00,2025-01-29 22:43:00,348.0,ON_TIME,0.0,B757,ECONOMY,31A,2fe85880-8c6a-4e72-b79a-db59c811e725,M,50.0,ES,2025-01-27 22:17:00,AEROPUERTO,PAYPAL,67.32,USD,67.32,0,0
6499,AM,Aeromexico,AM5752,LIM,SAL,2024-08-10 10:43:00,2024-08-10 16:40:00,359.0,ON_TIME,0.0,B737,ECONOMY,18D,58828b10-8be5-4c98-a3e4-73756cb51b2e,F,32.0,PE,2024-05-19 18:53:00,AEROPUERTO,PUNTOS,67.72,MXN,3.93,1,0
6500,DL,Delta,DL2774,BOG,HAV,2025-06-08 09:58:00,2025-08-06 13:14:00,200.0,ON_TIME,0.0,A320,ECONOMY,33F,a6a81e9a-6132-44e9-a2a9-5f818fffb539,F,54.0,MX,2025-06-01 23:25:00,WEB,PAYPAL,52.94,MXN,3.07,2,1
6501,AM,Aeromexico,AM0538,MAD,BOG,2025-05-11 23:07:00,2025-05-12 02:29:00,209.0,ON_TIME,0.0,A321,ECONOMY,22D,710ed16a-adf7-40ad-a9ef-536ab8a71eae,F,34.0,MX,2025-02-08 18:23:00,UNKNOWN,TARJETA,97.96,GTQ,12.54,0,0
6502,BA,British Airways,BA9269,SAP,SAL,2024-10-03 15:53:00,2024-10-03 20:16:00,253.0,ON_TIME,0.0,B787,ECONOMY,45A,97b454ff-5976-4002-913a-aa208548000a,M,13.0,SV,2024-07-09 00:52:00,CALL_CENTER,EFECTIVO,59.03,MXN,3.42,1,0
6503,BA,British Airways,BA6642,SAP,SAL,2025-12-13 23:19:00,2025-12-14 02:26:00,197.0,ON_TIME,0.0,B739,ECONOMY,45D,389baacc-b310-44a6-8692-b6ec0c8289e0,F,32.0,PE,2025-11-07 11:50:00,AEROPUERTO,PUNTOS,59.72,USD,59.72,0,0
6504,CM,Copa Airlines,CM2510,GUA,CUN,2025-11-05 12:33:00,2025-05-11 16:18:00,203.0,ON_TIME,0.0,B787,BUSINESS,7A,990f9665-5f45-414d-be17-3901cd5ef2c2,F,23.0,PE,2025-10-19 12:59:00,CALL_CENTER,EFECTIVO,158.53,USD,158.53,1,0
6505,BA,British Airways,BA5121,HAV,BCN,2024-05-31 16:07:00,2024-05-31 18:59:00,168.0,ON_TIME,0.0,B757,PREMIUM_ECONOMY,12B,e650ce2b-c5cb-4eb2-851f-376c9622d3b5,M,42.0,GT,2024-03-19 17:51:00,CALL_CENTER,EFECTIVO,97.52,GTQ,12.48,1,0
6506,BA,British Airways,BA2352,MIA,JFK,2025-06-05 23:59:00,2025-06-06 03:28:00,216.0,ON_TIME,0.0,B767,BUSINESS,10F,7bb02b9c-b2d3-4eaf-8f85-fcd413ed9702,M,48.0,CR,2025-06-02 18:36:00,WEB,TRANSFERENCIA,126.37,USD,126.37,1,0
6507,CM,Copa Airlines,CM5069,SAL,MAD,2024-10-26 05:33:00,2024-10-26 10:04:00,279.0,ON_TIME,0.0,B757,ECONOMY,44D,3af1f800-fa2f-45b0-81bb-bd8a1921a600,F,17.0,ES,2024-07-17 16:36:00,WEB,TRANSFERENCIA,159.85,USD,159.85,2,1
6508,AM,Aeromexico,AM5926,BOG,CUN,2025-01-05 02:22:00,2025-01-05 03:37:00,80.0,ON_TIME,0.0,CRJ9,ECONOMY,29E,b6845734-a9a2-4c6e-8ee0-c20f6746958c,X,25.0,US,2024-10-22 08:31:00,WEB,EFECTIVO,51.48,EUR,56.11,1,0
6509,AV,Avianca,av8533,MEX,SAL,2025-08-15 23:44:00,2025-08-16 04:03:00,251.0,ON_TIME,0.0,B737,BUSINESS,9F,2df3583f-bae1-4e5d-b145-d9db5e0d7973,M,11.0,CR,2025-06-03 08:09:00,WEB,TARJETA,261.05,USD,261.05,3,2
6510,IB,Iberia,IB4431,SAP,JFK,2024-02-16 21:01:00,2024-02-17 01:21:00,264.0,ON_TIME,0.0,CRJ9,ECONOMY,44B,66cae9c3-68b6-41db-8f99-d035ec6b9707,F,29.0,CU,2024-02-10 11:19:00,AGENCIA,PAYPAL,74.53,MXN,4.32,1,0
6511,FR,Ryanair,FR1491,SAL,BOG,2025-08-04 16:32:00,2025-08-04 22:17:00,115.0,DELAYED,239.0,B738,ECONOMY,21A,4cc6168b-b1ad-4aa3-8bee-3e2fae37e638,M,31.0,GT,2025-06-04 08:18:00,WEB,EFECTIVO,116.11,USD,116.11,1,0
6512,LA,Latam,LA6295,LAX,MIA,2024-08-23 17:06:00,2024-08-23 22:22:00,291.0,ON_TIME,0.0,E190,FIRST,1C,b631b7d2-790c-49e1-89ea-24d24c5b3089,M,31.0,HN,2024-09-06 02:03:00,AGENCIA,PUNTOS,703.04,GTQ,89.99,2,1
6513,AA,American Airlines,AA3714,LAX,MAD,2025-05-03 15:37:00,2025-05-03 16:49:00,50.0,ON_TIME,0.0,E190,ECONOMY,37F,45081fdd-52a1-4310-bb6b-d8a28c2d0b8d,F,35.0,GT,2025-03-06 13:28:00,WEB,TRANSFERENCIA,118.11,USD,118.11,2,1
6514,UA,United,UA8397,BOG,JFK,2025-12-04 23:02:00,,,CANCELLED,,CRJ9,ECONOMY,,0589625e-b476-45b7-b4e5-13cf4e6db8fc,M,44.0,CO,2025-09-22 10:54:00,WEB,TARJETA,80.42,EUR,87.66,1,0
6515,AV,Avianca,AV7872,PTY,JFK,2025-10-17 17:02:00,2025-10-17 22:49:00,136.0,DELAYED,221.0,B777,ECONOMY,34F,259c365f-e43c-4382-83fe-c753af490b45,F,26.0,SV,2025-07-19 12:02:00,WEB,TARJETA,91.49,USD,91.49,1,0
6516,DL,Delta,DL7135,LIM,MAD,2025-12-04 17:28:00,2025-05-12 02:12:00,378.0,DELAYED,140.0,B777,ECONOMY,40D,425894df-2337-4c04-82b6-f8f0eaddc0f5,F,40.0,CO,2025-10-04 12:34:00,AEROPUERTO,EFECTIVO,66.66,USD,66.66,2,1
6517,CM,Copa Airlines,CM7584,JFK,SJO,2024-11-19 01:18:00,2024-11-19 06:13:00,282.0,ON_TIME,0.0,B757,ECONOMY,29B,78050e0c-078d-4ac4-a239-c5d3f55e675a,M,36.0,SV,2024-07-30 16:50:00,CALL_CENTER,EFECTIVO,125.55,USD,125.55,2,1
6518,CM,Copa Airlines,CM3743,LIM,BCN,2025-03-25 09:21:00,2025-03-25 17:46:00,299.0,DELAYED,207.0,B737,ECONOMY,38B,11e23fcc-8501-4605-93b0-4727c0aeccf1,F,60.0,US,2025-03-12 10:31:00,AGENCIA,EFECTIVO,109.84,EUR,119.73,0,0
6519,AM,Aeromexico,AM7768,SAL,PTY,2025-12-12 02:01:00,2025-12-12 04:58:00,178.0,ON_TIME,0.0,E190,FIRST,1D,6ecb47dc-9c99-449a-8186-5fdbca6e65b0,M,58.0,HN,2025-11-04 21:01:00,AEROPUERTO,PAYPAL,248.33,USD,248.33,1,0
6520,FR,Ryanair,fr2389,SAP,PTY,2024-10-29 05:53:00,2024-10-29 11:02:00,164.0,DELAYED,123.0,A320,BUSINESS,9E,51c3d115-0e79-4a3b-878e-c6e36c107bef,M,43.0,UNKNOWN,2024-10-03 06:22:00,AEROPUERTO,TARJETA,286.26,GTQ,36.64,1,0
6521,UA,United,UA8548,LAX,PTY,2024-06-03 04:29:00,2024-03-06 07:22:00,152.0,ON_TIME,0.0,B787,ECONOMY,43A,ff2b19f3-89c7-48da-b68c-08aeebc5247f,M,22.0,CO,2024-04-08 01:39:00,APP,PUNTOS,68.72,USD,68.72,2,1
6522,B6,Jetblue,B67003,LAX,CUN,2024-01-09 05:38:00,2024-09-01 12:39:00,405.0,ON_TIME,0.0,B757,ECONOMY,36A,c1b6c4be-e39c-4256-93e2-18b298ac7648,M,56.0,PA,2024-06-06 12:36:00,AEROPUERTO,PUNTOS,57.9,USD,57.9,1,0
6523,UA,United,UA3263,LIM,MIA,2025-02-15 07:02:00,2025-02-15 09:51:00,147.0,ON_TIME,0.0,CRJ9,ECONOMY,16A,abe29622-3728-43b1-9688-8afa15d2b162,M,16.0,MX,2024-11-20 12:02:00,AEROPUERTO,EFECTIVO,139.04,USD,139.04,1,0
6524,WN,Southwest,WN2220,SAL,MAD,2024-03-29 06:56:00,2024-03-29 11:57:00,305.0,ON_TIME,0.0,B738,ECONOMY,18B,815339fa-0c31-4767-bda3-fb4e5504ee17,F,49.0,US,2024-02-25 15:32:00,AGENCIA,PUNTOS,94.75,USD,94.75,1,0
6525,BA,British Airways,BA3978,SJO,LIM,2025-09-28 20:48:00,2025-09-28 23:45:00,178.0,ON_TIME,0.0,B738,ECONOMY,30F,487bd5d6-4d48-4fb7-87ce-38420a68ff76,M,33.0,CR,2025-07-20 15:36:00,AEROPUERTO,TRANSFERENCIA,69.86,EUR,76.15,2,1
6526,BA,British Airways,BA2874,LAX,PTY,2024-03-17 06:04:00,2024-03-17 07:51:00,89.0,ON_TIME,0.0,B787,ECONOMY,31F,e5353e33-d9a6-4fbe-ae36-6d1b77cbced3,F,37.0,PA,2024-02-14 01:46:00,WEB,TRANSFERENCIA,141.59,USD,141.59,1,0
6527,BA,British Airways,BA0713,SJO,BOG,2025-06-30 14:46:00,2025-06-30 17:19:00,137.0,ON_TIME,0.0,B787,ECONOMY,17C,2a6c1c42-76ea-4255-b05a-a73f3192f457,M,37.0,ES,2025-06-15 12:00:00,APP,TARJETA,173.89,GTQ,22.26,0,0
6528,BA,British Airways,BA2824,LIM,MEX,2025-02-05 17:38:00,2025-02-05 21:51:00,244.0,ON_TIME,0.0,A320,ECONOMY,21D,56161bf1-64e4-40a0-b2eb-499b372fd59d,M,22.0,HN,2024-12-24 02:25:00,CALL_CENTER,PAYPAL,80.89,USD,80.89,1,0
6529,AM,Aeromexico,AM3462,SJO,MEX,2025-12-05 16:48:00,,,CANCELLED,,B777,ECONOMY,,cbeb4c0f-584e-47dd-8a76-b8d9f4e388c0,F,29.0,SV,2025-04-11 21:34:00,AEROPUERTO,TARJETA,55.71,GTQ,7.13,1,0
6530,AM,Aeromexico,AM5704,MIA,BOG,2025-03-30 02:46:00,2025-03-30 09:11:00,391.0,ON_TIME,0.0,A320,ECONOMY,29E,dc781311-4416-4faa-b946-71a4fcec8784,M,32.0,PE,2024-12-18 22:20:00,WEB,TRANSFERENCIA,94.26,GTQ,12.07,1,0
6531,CM,Copa Airlines,CM5383,HAV,MAD,2024-12-18 08:08:00,2024-12-18 10:10:00,132.0,ON_TIME,0.0,CRJ9,FIRST,2C,2caeee9c-2854-469a-8e6d-6aefb289a8f3,F,40.0,SV,2024-10-27 18:22:00,AGENCIA,PAYPAL,661.58,GTQ,84.68,2,1
